index	hemi	name	color	fs_index	fs_name
0	L	Unknown	#000000ff	1100	ctx-lh-Unknown
3289650	L	Corpus_callosum	#323232ff	1101	ctx-lh-Corpus_callosum
1971380	L	G_and_S_Insula_ONLY_AVERAGE	#b4141eff	1102	ctx-lh-G_and_S_Insula_ONLY_AVERAGE
1644860	L	G_cingulate-Isthmus	#3c1919ff	1103	ctx-lh-G_cingulate-Isthmus
3947545	L	G_cingulate-Main_part	#193c3cff	1104	ctx-lh-G_cingulate-Main_part
1316020	L	G_cuneus	#b41414ff	1105	ctx-lh-G_cuneus
6558940	L	G_frontal_inf-Opercular_part	#dc1464ff	1106	ctx-lh-G_frontal_inf-Opercular_part
3947660	L	G_frontal_inf-Orbital_part	#8c3c3cff	1107	ctx-lh-G_frontal_inf-Orbital_part
9231540	L	G_frontal_inf-Triangular_part	#b4dc8cff	1108	ctx-lh-G_frontal_inf-Triangular_part
11822220	L	G_frontal_middle	#8c64b4ff	1109	ctx-lh-G_frontal_middle
9180340	L	G_frontal_superior	#b4148cff	1110	ctx-lh-G_frontal_superior
9180300	L	G_frontomarginal	#8c148cff	1111	ctx-lh-G_frontomarginal
657941	L	G_insular_long	#150a0aff	1112	ctx-lh-G_insular_long
9211105	L	G_insular_short	#e18c8cff	1113	ctx-lh-G_insular_short
11811863	L	G_and_S_occipital_inferior	#173cb4ff	1114	ctx-lh-G_and_S_occipital_inferior
11812020	L	G_occipital_middle	#b43cb4ff	1115	ctx-lh-G_occipital_middle
3988500	L	G_occipital_superior	#14dc3cff	1116	ctx-lh-G_occipital_superior
9180220	L	G_occipit-temp_lat-Or_fusiform	#3c148cff	1117	ctx-lh-G_occipit-temp_lat-Or_fusiform
9221340	L	G_occipit-temp_med-Lingual_part	#dcb48cff	1118	ctx-lh-G_occipit-temp_med-Lingual_part
1336385	L	G_occipit-temp_med-Parahippocampal_part	#416414ff	1119	ctx-lh-G_occipit-temp_med-Parahippocampal_part
1326300	L	G_orbital	#dc3c14ff	1120	ctx-lh-G_orbital
3957820	L	G_paracentral	#3c643cff	1121	ctx-lh-G_paracentral
14433300	L	G_parietal_inferior-Angular_part	#143cdcff	1122	ctx-lh-G_parietal_inferior-Angular_part
3957860	L	G_parietal_inferior-Supramarginal_part	#64643cff	1123	ctx-lh-G_parietal_inferior-Supramarginal_part
14464220	L	G_parietal_superior	#dcb4dcff	1124	ctx-lh-G_parietal_superior
9221140	L	G_postcentral	#14b48cff	1125	ctx-lh-G_postcentral
11832380	L	G_precentral	#3c8cb4ff	1126	ctx-lh-G_precentral
9180185	L	G_precuneus	#19148cff	1127	ctx-lh-G_precuneus
6568980	L	G_rectus	#143c64ff	1128	ctx-lh-G_rectus
1367100	L	G_subcallosal	#3cdc14ff	1129	ctx-lh-G_subcallosal
14423100	L	G_subcentral	#3c14dcff	1130	ctx-lh-G_subcentral
6610140	L	G_temporal_inferior	#dcdc64ff	1131	ctx-lh-G_temporal_inferior
3947700	L	G_temporal_middle	#b43c3cff	1132	ctx-lh-G_temporal_middle
14433340	L	G_temp_sup-G_temp_transv_and_interm_S	#3c3cdcff	1133	ctx-lh-G_temp_sup-G_temp_transv_and_interm_S
14433500	L	G_temp_sup-Lateral_aspect	#dc3cdcff	1134	ctx-lh-G_temp_sup-Lateral_aspect
3988545	L	G_temp_sup-Planum_polare	#41dc3cff	1135	ctx-lh-G_temp_sup-Planum_polare
1346585	L	G_temp_sup-Planum_tempolare	#198c14ff	1136	ctx-lh-G_temp_sup-Planum_tempolare
16384013	L	G_and_S_transverse_frontopolar	#0d00faff	1137	ctx-lh-G_and_S_transverse_frontopolar
14423101	L	Lat_Fissure-ant_sgt-ramus_horizontal	#3d14dcff	1138	ctx-lh-Lat_Fissure-ant_sgt-ramus_horizontal
3937341	L	Lat_Fissure-ant_sgt-ramus_vertical	#3d143cff	1139	ctx-lh-Lat_Fissure-ant_sgt-ramus_vertical
6569021	L	Lat_Fissure-post_sgt	#3d3c64ff	1140	ctx-lh-Lat_Fissure-post_sgt
1644825	L	Medial_wall	#191919ff	1141	ctx-lh-Medial_wall
3937420	L	Pole_occipital	#8c143cff	1142	ctx-lh-Pole_occipital
1357020	L	Pole_temporal	#dcb414ff	1143	ctx-lh-Pole_temporal
11842623	L	S_calcarine	#3fb4b4ff	1144	ctx-lh-S_calcarine
660701	L	S_central	#dd140aff	1145	ctx-lh-S_central
1367061	L	S_central_insula	#15dc14ff	1146	ctx-lh-S_central_insula
1336503	L	S_cingulate-Main_part_and_Intracingulate	#b76414ff	1147	ctx-lh-S_cingulate-Main_part_and_Intracingulate
6558941	L	S_cingulate-Marginalis_part	#dd1464ff	1148	ctx-lh-S_cingulate-Marginalis_part
9190621	L	S_circular_insula_anterior	#dd3c8cff	1149	ctx-lh-S_circular_insula_anterior
14423261	L	S_circular_insula_inferior	#dd14dcff	1150	ctx-lh-S_circular_insula_inferior
14474301	L	S_circular_insula_superior	#3ddcdcff	1151	ctx-lh-S_circular_insula_superior
13158500	L	S_collateral_transverse_ant	#64c8c8ff	1152	ctx-lh-S_collateral_transverse_ant
13158410	L	S_collateral_transverse_post	#0ac8c8ff	1153	ctx-lh-S_collateral_transverse_post
1367261	L	S_frontal_inferior	#dddc14ff	1154	ctx-lh-S_frontal_inferior
6558861	L	S_frontal_middle	#8d1464ff	1155	ctx-lh-S_frontal_middle
6609981	L	S_frontal_superior	#3ddc64ff	1156	ctx-lh-S_frontal_superior
3988501	L	S_frontomarginal	#15dc3cff	1157	ctx-lh-S_frontomarginal
1326221	L	S_intermedius_primus-Jensen	#8d3c14ff	1158	ctx-lh-S_intermedius_primus-Jensen
14423183	L	S_intraparietal-and_Parietal_transverse	#8f14dcff	1159	ctx-lh-S_intraparietal-and_Parietal_transverse
11801661	L	S_occipital_anterior	#3d14b4ff	1160	ctx-lh-S_occipital_anterior
14433381	L	S_occipital_middle_and_Lunatus	#653cdcff	1161	ctx-lh-S_occipital_middle_and_Lunatus
9180181	L	S_occipital_superior_and_transversalis	#15148cff	1162	ctx-lh-S_occipital_superior_and_transversalis
1346781	L	S_occipito-temporal_lateral	#dd8c14ff	1163	ctx-lh-S_occipito-temporal_lateral
14443661	L	S_occipito-temporal_medial_and_S_Lingual	#8d64dcff	1164	ctx-lh-S_occipito-temporal_medial_and_S_Lingual
1315941	L	S_orbital-H_shapped	#651414ff	1165	ctx-lh-S_orbital-H_shapped
1336541	L	S_orbital_lateral	#dd6414ff	1166	ctx-lh-S_orbital_lateral
1362101	L	S_orbital_medial-Or_olfactory	#b5c814ff	1167	ctx-lh-S_orbital_medial-Or_olfactory
9221141	L	S_paracentral	#15b48cff	1168	ctx-lh-S_paracentral
11822181	L	S_parieto_occipital	#6564b4ff	1169	ctx-lh-S_parieto_occipital
1367221	L	S_pericallosal	#b5dc14ff	1170	ctx-lh-S_pericallosal
13143061	L	S_postcentral	#158cc8ff	1171	ctx-lh-S_postcentral
15733781	L	S_precentral-Inferior-part	#1514f0ff	1172	ctx-lh-S_precentral-Inferior-part
13112341	L	S_precentral-Superior-part	#1514c8ff	1173	ctx-lh-S_precentral-Superior-part
3978301	L	S_subcentral_ant	#3db43cff	1174	ctx-lh-S_subcentral_ant
16430141	L	S_subcentral_post	#3db4faff	1175	ctx-lh-S_subcentral_post
3937301	L	S_suborbital	#15143cff	1176	ctx-lh-S_suborbital
3947621	L	S_subparietal	#653c3cff	1177	ctx-lh-S_subparietal
14474261	L	S_supracingulate	#15dcdcff	1178	ctx-lh-S_supracingulate
11842581	L	S_temporal_inferior	#15b4b4ff	1179	ctx-lh-S_temporal_inferior
3988703	L	S_temporal_superior	#dfdc3cff	1180	ctx-lh-S_temporal_superior
3947741	L	S_temporal_transverse	#dd3c3cff	1181	ctx-lh-S_temporal_transverse
0	R	Unknown	#000000ff	2100	ctx-rh-Unknown
3289650	R	Corpus_callosum	#323232ff	2101	ctx-rh-Corpus_callosum
1971380	R	G_and_S_Insula_ONLY_AVERAGE	#b4141eff	2102	ctx-rh-G_and_S_Insula_ONLY_AVERAGE
1644860	R	G_cingulate-Isthmus	#3c1919ff	2103	ctx-rh-G_cingulate-Isthmus
3947545	R	G_cingulate-Main_part	#193c3cff	2104	ctx-rh-G_cingulate-Main_part
1316020	R	G_cuneus	#b41414ff	2105	ctx-rh-G_cuneus
6558940	R	G_frontal_inf-Opercular_part	#dc1464ff	2106	ctx-rh-G_frontal_inf-Opercular_part
3947660	R	G_frontal_inf-Orbital_part	#8c3c3cff	2107	ctx-rh-G_frontal_inf-Orbital_part
9231540	R	G_frontal_inf-Triangular_part	#b4dc8cff	2108	ctx-rh-G_frontal_inf-Triangular_part
11822220	R	G_frontal_middle	#8c64b4ff	2109	ctx-rh-G_frontal_middle
9180340	R	G_frontal_superior	#b4148cff	2110	ctx-rh-G_frontal_superior
9180300	R	G_frontomarginal	#8c148cff	2111	ctx-rh-G_frontomarginal
657941	R	G_insular_long	#150a0aff	2112	ctx-rh-G_insular_long
9211105	R	G_insular_short	#e18c8cff	2113	ctx-rh-G_insular_short
11811863	R	G_and_S_occipital_inferior	#173cb4ff	2114	ctx-rh-G_and_S_occipital_inferior
11812020	R	G_occipital_middle	#b43cb4ff	2115	ctx-rh-G_occipital_middle
3988500	R	G_occipital_superior	#14dc3cff	2116	ctx-rh-G_occipital_superior
9180220	R	G_occipit-temp_lat-Or_fusiform	#3c148cff	2117	ctx-rh-G_occipit-temp_lat-Or_fusiform
9221340	R	G_occipit-temp_med-Lingual_part	#dcb48cff	2118	ctx-rh-G_occipit-temp_med-Lingual_part
1336385	R	G_occipit-temp_med-Parahippocampal_part	#416414ff	2119	ctx-rh-G_occipit-temp_med-Parahippocampal_part
1326300	R	G_orbital	#dc3c14ff	2120	ctx-rh-G_orbital
3957820	R	G_paracentral	#3c643cff	2121	ctx-rh-G_paracentral
14433300	R	G_parietal_inferior-Angular_part	#143cdcff	2122	ctx-rh-G_parietal_inferior-Angular_part
3957860	R	G_parietal_inferior-Supramarginal_part	#64643cff	2123	ctx-rh-G_parietal_inferior-Supramarginal_part
14464220	R	G_parietal_superior	#dcb4dcff	2124	ctx-rh-G_parietal_superior
9221140	R	G_postcentral	#14b48cff	2125	ctx-rh-G_postcentral
11832380	R	G_precentral	#3c8cb4ff	2126	ctx-rh-G_precentral
9180185	R	G_precuneus	#19148cff	2127	ctx-rh-G_precuneus
6568980	R	G_rectus	#143c64ff	2128	ctx-rh-G_rectus
1367100	R	G_subcallosal	#3cdc14ff	2129	ctx-rh-G_subcallosal
14423100	R	G_subcentral	#3c14dcff	2130	ctx-rh-G_subcentral
6610140	R	G_temporal_inferior	#dcdc64ff	2131	ctx-rh-G_temporal_inferior
3947700	R	G_temporal_middle	#b43c3cff	2132	ctx-rh-G_temporal_middle
14433340	R	G_temp_sup-G_temp_transv_and_interm_S	#3c3cdcff	2133	ctx-rh-G_temp_sup-G_temp_transv_and_interm_S
14433500	R	G_temp_sup-Lateral_aspect	#dc3cdcff	2134	ctx-rh-G_temp_sup-Lateral_aspect
3988545	R	G_temp_sup-Planum_polare	#41dc3cff	2135	ctx-rh-G_temp_sup-Planum_polare
1346585	R	G_temp_sup-Planum_tempolare	#198c14ff	2136	ctx-rh-G_temp_sup-Planum_tempolare
16384013	R	G_and_S_transverse_frontopolar	#0d00faff	2137	ctx-rh-G_and_S_transverse_frontopolar
14423101	R	Lat_Fissure-ant_sgt-ramus_horizontal	#3d14dcff	2138	ctx-rh-Lat_Fissure-ant_sgt-ramus_horizontal
3937341	R	Lat_Fissure-ant_sgt-ramus_vertical	#3d143cff	2139	ctx-rh-Lat_Fissure-ant_sgt-ramus_vertical
6569021	R	Lat_Fissure-post_sgt	#3d3c64ff	2140	ctx-rh-Lat_Fissure-post_sgt
1644825	R	Medial_wall	#191919ff	2141	ctx-rh-Medial_wall
3937420	R	Pole_occipital	#8c143cff	2142	ctx-rh-Pole_occipital
1357020	R	Pole_temporal	#dcb414ff	2143	ctx-rh-Pole_temporal
11842623	R	S_calcarine	#3fb4b4ff	2144	ctx-rh-S_calcarine
660701	R	S_central	#dd140aff	2145	ctx-rh-S_central
1367061	R	S_central_insula	#15dc14ff	2146	ctx-rh-S_central_insula
1336503	R	S_cingulate-Main_part_and_Intracingulate	#b76414ff	2147	ctx-rh-S_cingulate-Main_part_and_Intracingulate
6558941	R	S_cingulate-Marginalis_part	#dd1464ff	2148	ctx-rh-S_cingulate-Marginalis_part
9190621	R	S_circular_insula_anterior	#dd3c8cff	2149	ctx-rh-S_circular_insula_anterior
14423261	R	S_circular_insula_inferior	#dd14dcff	2150	ctx-rh-S_circular_insula_inferior
14474301	R	S_circular_insula_superior	#3ddcdcff	2151	ctx-rh-S_circular_insula_superior
13158500	R	S_collateral_transverse_ant	#64c8c8ff	2152	ctx-rh-S_collateral_transverse_ant
13158410	R	S_collateral_transverse_post	#0ac8c8ff	2153	ctx-rh-S_collateral_transverse_post
1367261	R	S_frontal_inferior	#dddc14ff	2154	ctx-rh-S_frontal_inferior
6558861	R	S_frontal_middle	#8d1464ff	2155	ctx-rh-S_frontal_middle
6609981	R	S_frontal_superior	#3ddc64ff	2156	ctx-rh-S_frontal_superior
3988501	R	S_frontomarginal	#15dc3cff	2157	ctx-rh-S_frontomarginal
1326221	R	S_intermedius_primus-Jensen	#8d3c14ff	2158	ctx-rh-S_intermedius_primus-Jensen
14423183	R	S_intraparietal-and_Parietal_transverse	#8f14dcff	2159	ctx-rh-S_intraparietal-and_Parietal_transverse
11801661	R	S_occipital_anterior	#3d14b4ff	2160	ctx-rh-S_occipital_anterior
14433381	R	S_occipital_middle_and_Lunatus	#653cdcff	2161	ctx-rh-S_occipital_middle_and_Lunatus
9180181	R	S_occipital_superior_and_transversalis	#15148cff	2162	ctx-rh-S_occipital_superior_and_transversalis
1346781	R	S_occipito-temporal_lateral	#dd8c14ff	2163	ctx-rh-S_occipito-temporal_lateral
14443661	R	S_occipito-temporal_medial_and_S_Lingual	#8d64dcff	2164	ctx-rh-S_occipito-temporal_medial_and_S_Lingual
1315941	R	S_orbital-H_shapped	#651414ff	2165	ctx-rh-S_orbital-H_shapped
1336541	R	S_orbital_lateral	#dd6414ff	2166	ctx-rh-S_orbital_lateral
1362101	R	S_orbital_medial-Or_olfactory	#b5c814ff	2167	ctx-rh-S_orbital_medial-Or_olfactory
9221141	R	S_paracentral	#15b48cff	2168	ctx-rh-S_paracentral
11822181	R	S_parieto_occipital	#6564b4ff	2169	ctx-rh-S_parieto_occipital
1367221	R	S_pericallosal	#b5dc14ff	2170	ctx-rh-S_pericallosal
13143061	R	S_postcentral	#158cc8ff	2171	ctx-rh-S_postcentral
15733781	R	S_precentral-Inferior-part	#1514f0ff	2172	ctx-rh-S_precentral-Inferior-part
13112341	R	S_precentral-Superior-part	#1514c8ff	2173	ctx-rh-S_precentral-Superior-part
3978301	R	S_subcentral_ant	#3db43cff	2174	ctx-rh-S_subcentral_ant
16430141	R	S_subcentral_post	#3db4faff	2175	ctx-rh-S_subcentral_post
3937301	R	S_suborbital	#15143cff	2176	ctx-rh-S_suborbital
3947621	R	S_subparietal	#653c3cff	2177	ctx-rh-S_subparietal
14474261	R	S_supracingulate	#15dcdcff	2178	ctx-rh-S_supracingulate
11842581	R	S_temporal_inferior	#15b4b4ff	2179	ctx-rh-S_temporal_inferior
3988703	R	S_temporal_superior	#dfdc3cff	2180	ctx-rh-S_temporal_superior
3947741	R	S_temporal_transverse	#dd3c3cff	2181	ctx-rh-S_temporal_transverse
